,Radius,Theta,Phi,"[('OPT', 'INT.EN.')-('OPT', 'COUL.EN.')]",LMP,Coulomb,Delta.Ener.
1103,12.0,90.0,210.0,0.018108989550798427,-0.0188116678808027,-1.1999704460183234,0.036920657431601125
1104,15.0,90.0,210.0,0.01979326916052948,0.00986425249406518,-0.9599763568146586,0.009929016666464301
1105,20.0,90.0,210.0,0.019151796821699874,0.0137599306760133,-0.7199822676109939,0.005391866145686574
1106,4.0,90.0,225.0,-1.2440729156292718,1975.93810755792,-3.59991133805497,1977.1821804735491
1107,4.5,90.0,225.0,-1.0055641513686902,352.80896981894995,-3.1999211893821955,353.8145339703186
1108,5.0,90.0,225.0,-0.7450394995194998,58.68924950480129,-2.8799290704439757,59.43428900432079
1109,5.5,90.0,225.0,-0.5127254524028659,3.93126102880831,-2.618117336767251,4.4439864812111765
1110,6.0,90.0,225.0,-0.25025255192287066,-4.48321312281693,-2.3999408920366467,4.232960570894059
1111,7.0,90.0,225.0,-0.04673414602823134,-2.89725705488807,-2.0570921931742685,2.8505229088598387
1112,8.0,90.0,225.0,0.00043626579914302077,-1.12205671639322,-1.799955669027485,1.122492982192363
1113,9.0,90.0,225.0,0.007973897204525349,-0.42402336213008096,-1.5999605946910977,0.4319972593346063
1114,10.0,90.0,225.0,0.010880383124548088,-0.163581671918674,-1.4399645352219879,0.1744620550432221
1115,12.0,90.0,225.0,0.011619746159579725,-0.0208297688693934,-1.1999704460183234,0.03244951502897313
1116,15.0,90.0,225.0,0.0054532291232991525,0.00960391970385057,-0.9599763568146586,0.004150690580551418
1117,20.0,90.0,225.0,0.0015532032215457292,0.0137440790507363,-0.7199822676109939,0.01219087582919057
1118,30.0,90.0,225.0,-0.0009839889434443139,0.0140295916980057,-0.4799881784073293,0.015013580641450013
1119,4.0,90.0,240.0,-0.9281324087628087,1989.5031269783103,-3.59991133805497,1990.4312593870732
1120,4.5,90.0,240.0,-0.7985918615545264,355.948679132101,-3.1999211893821955,356.74727099365555
1121,5.0,90.0,240.0,-0.6016631886301185,58.945071650254,-2.8799290704439757,59.54673483888412
1122,5.5,90.0,240.0,-0.34908763103485496,3.54322034187091,-2.618117336767251,3.892307972905765
1123,6.0,90.0,240.0,-0.13290083219810178,-4.9022771280764,-2.3999408920366467,4.769376295878298
1124,7.0,90.0,240.0,0.008428089056152555,-3.1157800173447696,-2.0570921931742685,3.124208106400922
1125,8.0,90.0,240.0,0.028824729616696354,-1.2147676168462098,-1.799955669027485,1.2435923464629062
1126,9.0,90.0,240.0,0.024822260511788707,-0.462578760648177,-1.5999605946910977,0.4874010211599657
1127,10.0,90.0,240.0,0.022178384598471546,-0.18002190569444199,-1.4399645352219879,0.20220029029291353
1128,12.0,90.0,240.0,0.03384530252076079,-0.0241945938171843,-1.1999704460183234,0.05803989633794509
1129,15.0,90.0,240.0,0.008652050838316439,0.00918437642177122,-0.9599763568146586,0.0005323255834547812
1130,20.0,90.0,240.0,0.003366671088591122,0.0137195908084528,-0.7199822676109939,0.010352919719861678
1131,4.0,90.0,270.0,-0.8634304325513642,2158.9991334942897,-3.59991133805497,2159.862563926841
1132,4.5,90.0,270.0,-0.5928219868293683,404.903691175608,-3.1999211893821955,405.4965131624374
1133,5.0,90.0,270.0,-0.1785046347930206,71.2285607785213,-2.8799290704439757,71.40706541331431
1134,5.5,90.0,270.0,0.034508827316922286,5.33518224764728,-2.618117336767251,5.300673420330358
1135,6.0,90.0,270.0,0.07422177795272678,-5.67758995422907,-2.3999408920366467,5.751811732181797
1136,7.0,90.0,270.0,0.07050775848533375,-3.9981820077306,-2.0570921931742685,4.068689766215934
1137,8.0,90.0,270.0,0.05417730133865106,-1.62240864626656,-1.799955669027485,1.676585947605211
1138,9.0,90.0,270.0,0.03944165020102597,-0.632370408421438,-1.5999605946910977,0.671812058622464
1139,10.0,90.0,270.0,0.0287363719227387,-0.250926264993224,-1.4399645352219879,0.2796626369159627
