,Radius,Theta,Phi,"[('OPT', 'INT.EN.')-('OPT', 'COUL.EN.')]",LMP,Coulomb,Delta.Ener.
106,15.0,5.0,150.0,0.001297012669279507,0.0140184990396329,-0.9599763568146586,0.012721486370353393
107,20.0,5.0,150.0,0.0007885992288281241,0.014030718091392998,-0.7199822676109939,0.013242118862564874
108,3.5,5.0,180.0,0.07849483973830912,-0.561306326488062,-4.114184386348537,0.6398011662263712
109,4.0,5.0,180.0,-1.083813764840931,-0.52323312139344,-3.59991133805497,0.5605806434474909
110,4.5,5.0,180.0,-1.1622155676750432,-0.172127094021477,-3.1999211893821955,0.9900884736535662
111,5.0,5.0,180.0,-0.9772976230942501,-0.0658577684785192,-2.8799290704439757,0.9114398546157308
112,5.5,5.0,180.0,-0.7095584601624698,-0.0236916360498746,-2.618117336767251,0.6858668241125953
113,6.0,5.0,180.0,-0.5058602362698581,-0.00500829399386245,-2.3999408920366467,0.5008519422759956
114,7.0,5.0,180.0,-0.15595600669619136,0.0083748329441542,-2.0570921931742685,0.16433083964034556
115,8.0,5.0,180.0,-0.051356230346099485,0.012060196323209,-1.799955669027485,0.06341642666930848
116,9.0,5.0,180.0,-0.020537963602846654,0.0132549154504769,-1.5999605946910977,0.03379287905332355
117,10.0,5.0,180.0,-0.007979764976833614,0.0136944371411355,-1.4399645352219879,0.021674202117969114
118,12.0,5.0,180.0,-9.396495455105125e-05,0.013952387802956002,-1.1999704460183234,0.014046352757507053
119,15.0,5.0,180.0,0.0025184143634395806,0.014018499148428003,-0.9599763568146586,0.011500084784988422
120,20.0,5.0,180.0,0.001054588753409913,0.0140307181037094,-0.7199822676109939,0.012976129350299487
121,30.0,5.0,180.0,0.0002710731320948456,0.0140321112208688,-0.4799881784073293,0.013761038088773955
122,3.5,5.0,210.0,0.08247529670091625,-0.561307033027995,-4.114184386348537,0.6437823297289113
123,4.0,5.0,210.0,-1.0977070185496762,-0.523233508191946,-3.59991133805497,0.5744735103577302
124,4.5,5.0,210.0,-1.1597041986593193,-0.172127312725636,-3.1999211893821955,0.9875768859336833
125,5.0,5.0,210.0,-0.96843469014041,-0.0658578959137197,-2.8799290704439757,0.9025767942266902
126,5.5,5.0,210.0,-0.7217039641153278,-0.0236917123930882,-2.618117336767251,0.6980122517222396
127,6.0,5.0,210.0,-0.5172430951769709,-0.00500834090995929,-2.3999408920366467,0.5122347542670116
128,7.0,5.0,210.0,-0.16330316613198992,0.008374813974086109,-2.0570921931742685,0.17167798010607602
129,8.0,5.0,210.0,-0.054225265490162045,0.0120601880212891,-1.799955669027485,0.06628545351145114
130,9.0,5.0,210.0,-0.022528514335208305,0.0132549115646985,-1.5999605946910977,0.0357834258999068
131,10.0,5.0,210.0,-0.009638466549135138,0.0136944352145701,-1.4399645352219879,0.02333290176370524
132,12.0,5.0,210.0,-0.0005177396860063244,0.0139523872566342,-1.1999704460183234,0.014470126942640524
133,15.0,5.0,210.0,-0.0008242348530251853,0.0140184990396329,-0.9599763568146586,0.014842733892658085
134,20.0,5.0,210.0,-0.0011219568522574663,0.014030718091392998,-0.7199822676109939,0.015152674943650465
135,3.5,5.0,225.0,0.12254572074476633,-0.561307887964263,-4.114184386348537,0.6838536087090293
136,4.0,5.0,225.0,-1.1058258360756916,-0.523233976094563,-3.59991133805497,0.5825918599811286
137,4.5,5.0,225.0,-1.1580059396542461,-0.17212757718084398,-3.1999211893821955,0.9858783624734022
138,5.0,5.0,225.0,-0.9651889481953457,-0.0658580499350366,-2.8799290704439757,0.8993308982603091
139,5.5,5.0,225.0,-0.7315101751724953,-0.0236918046170435,-2.618117336767251,0.7078183705554518
