,Radius,Theta,Phi,LMP.Int.En.
365,5.5,165,30,-1.46493945456922
366,6.0,165,30,-1.31603123975388
367,7.0,165,30,-1.09595623917469
368,8.0,165,30,-0.941209069503901
369,9.0,165,30,-0.826310656809245
370,10.0,165,30,-0.73753266713882
371,12.0,165,30,-0.609275074890532
372,15.0,165,30,-0.486962305787988
373,20.0,165,30,-0.371985129679372
374,30.0,165,30,-0.258842419136179
375,3.0,175,30,-2.5700712079257
376,3.5,175,30,-2.27292067357691
377,4.0,175,30,-1.99218906288729
378,4.5,175,30,-1.75273056997884
379,5.0,175,30,-1.55662094934653
380,5.5,175,30,-1.39708267280112
381,6.0,175,30,-1.2663150711642
382,7.0,175,30,-1.06657161925825
383,8.0,175,30,-0.922047037080423
384,9.0,175,30,-0.812898863915162
385,10.0,175,30,-0.72764380659906
386,12.0,175,30,-0.603271591035188
387,15.0,175,30,-0.483551123127851
388,20.0,175,30,-0.370154979684734
389,30.0,175,30,-0.237911735391084
390,3.0,5,45,167440.935706915
391,3.5,5,45,-7.82544105642762
392,4.0,5,45,-2.80713164906461
393,4.5,5,45,-2.16676228806887
394,5.0,5,45,-1.81597097032909
395,5.5,5,45,-1.57463244230487
396,6.0,5,45,-1.39559896395981
397,7.0,5,45,-1.14444149783358
398,8.0,5,45,-0.974544693285099
399,9.0,5,45,-0.850948450424308
400,10.0,5,45,-0.756617251044854
401,12.0,5,45,-0.621780974677716
402,15.0,5,45,-0.494466955857967
403,20.0,5,45,-0.375636872017001
404,30.0,5,45,-0.241008401155531
405,3.0,15,45,-8.62053480524372
406,3.5,15,45,-3.57623234825249
407,4.0,15,45,-2.50513910443101
408,4.5,15,45,-2.05545623589808
409,5.0,15,45,-1.75657966093089
410,5.5,15,45,-1.53909112142099
411,6.0,15,45,-1.37281441438589
412,7.0,15,45,-1.13378468940297
413,8.0,15,45,-0.969025334000894
414,9.0,15,45,-0.847941635450572
415,10.0,15,45,-0.754959447432102
416,12.0,15,45,-0.621362030572442
417,15.0,15,45,-0.49465599347494
418,20.0,15,45,-0.376115578313011
419,30.0,15,45,-0.261358343603453
420,3.0,30,45,-2.89193311088326
421,3.5,30,45,-2.46206117581656
422,4.0,30,45,-2.11182843665495
423,4.5,30,45,-1.83687764301164
424,5.0,30,45,-1.62129387560414
425,5.5,30,45,-1.44991171759202
426,6.0,30,45,-1.31118128035621
427,7.0,30,45,-1.10113998883258
428,8.0,30,45,-0.949978145440267
429,9.0,30,45,-0.836074028258519
430,10.0,30,45,-0.747218858162078
